rank,player_id,name,clubs,leagues,nationality,primary_position,total_minutes_top5,total_appearances,peak_market_value_eur,peak_value_pct_in_league,obscurity_score
641,28987,Roy Contout,FC Sochaux-Montbéliard,Ligue 1,French Guiana,Attack,4207,55,2200000.0,0.4037982565379825,0.5122481585527141
642,80031,Darío Lezcano,FC Ingolstadt 04,Bundesliga,Paraguay,Attack,3766,50,3500000.0,0.4601769911504424,0.5121595664402827
643,56854,Nicolò Cherubin,Bologna Football Club 1909; Atalanta BC,Serie A,Italy,Defender,5678,71,1300000.0,0.2118078719146097,0.510375133810137
644,248330,Chema Rodríguez,Levante UD; Getafe CF,La Liga,Spain,Defender,4223,59,3000000.0,0.40571817562968,0.5098347106347725
645,95680,Hervé Bazile,SM Caen,Ligue 1,Haiti,Attack,4423,93,2000000.0,0.3714196762141967,0.5080886115053047
646,20276,Florian Klein,VfB Stuttgart,Bundesliga,Austria,Defender,4525,56,2500000.0,0.3580048270313757,0.5080130903602811
647,84921,Lorenzo Ariaudo,Cagliari Calcio; US Sassuolo; FC Empoli; Frosinone Calcio,Serie A,Italy,Defender,5061,61,1800000.0,0.2865243495663775,0.5079006159144857
648,181477,Thievy Bifouma,RCD Espanyol Barcelona; West Bromwich Albion; UD Almería; Granada CF; Stade Reims; SC Bastia,La Liga; Premier League; Ligue 1,Congo,Attack,4248,81,3000000.0,0.40571817562968,0.5069277338905864
649,12127,Michael Turner,Norwich City,Premier League,England,Defender,4168,48,6000000.0,0.4195402298850574,0.5067996524993317
650,81663,Zargo Touré,FC Lorient,Ligue 1,Senegal,Defender,4443,52,2000000.0,0.3714196762141967,0.5061506270091807
651,154396,Danilo Soares,FC Ingolstadt 04,Bundesliga,Brazil,Defender,4780,59,2200000.0,0.3242156074014481,0.5060123513380357
652,54231,Isma López,Athletic Bilbao; Sporting Gijón,La Liga,Spain,Defender,4697,66,2500000.0,0.3407079646017699,0.5060026068464019
653,29051,Manolo Reina,RCD Mallorca,La Liga,Spain,Goalkeeper,5130,57,2000000.0,0.2773995915588836,0.504953304995752
654,9697,Pavel Krmas,SC Freiburg,Bundesliga,Czech Republic,Defender,4784,58,2250000.0,0.330249396621078,0.5025109606041898
655,170911,Donovan Léon,Stade Brestois 29,Ligue 1,French Guiana,Goalkeeper,5645,65,1200000.0,0.2300747198007472,0.5022107021151303
656,94783,Santiago Vergini,Sunderland AFC; Getafe CF,Premier League; La Liga,Argentina,Defender,5804,68,3000000.0,0.2163382594417077,0.5008424981861229
657,82693,Angelo da Costa,UC Sampdoria; Bologna Football Club 1909,Serie A,Brazil,Goalkeeper,6310,71,1000000.0,0.1667778519012675,0.5004289035067306
658,183780,Paul Seguin,VfL Wolfsburg,Bundesliga,Germany,Midfield,4287,73,3000000.0,0.413113435237329,0.5003231273425758
659,157500,Lenny Nangis,SM Caen; LOSC Lille; SC Bastia,Ligue 1,Guadeloupe,Attack,4119,78,2500000.0,0.4377334993773349,0.499641002249317
660,35383,Júnior Díaz,1.FSV Mainz 05; SV Darmstadt 98,Bundesliga,Costa Rica,Defender,5087,69,2000000.0,0.2984714400643604,0.49950459004533915
661,215677,Mouez Hassen,OGC Nice,Ligue 1,Tunisia,Goalkeeper,4136,49,2500000.0,0.4377334993773349,0.499156506125286
662,188157,Sebastián Cristóforo,Sevilla FC; ACF Fiorentina; Getafe CF; SD Eibar,La Liga; Serie A,Uruguay,Midfield,4331,93,3000000.0,0.40571817562968,0.4986912997820593
663,22749,Daniele Croce,FC Empoli,Serie A,Italy,Midfield,7690,100,500000.0,0.0720480320213475,0.4983752087955278
664,131667,Ramon Azeez,UD Almería; Granada CF,La Liga,Nigeria,Midfield,4340,71,3000000.0,0.40571817562968,0.4982068036580283
665,47544,Michel Morganella,Palermo FC,Serie A,Switzerland,Defender,5970,75,1200000.0,0.1967978652434956,0.49801579606042273
666,5543,Cédric Varrault,Dijon FCO,Ligue 1,France,Defender,3680,43,3000000.0,0.4993773349937733,0.4978888518829583
667,29605,Daniel Ciofani,Frosinone Calcio,Serie A,Italy,Attack,5592,101,1500000.0,0.2448298865910607,0.49774009546415954
668,83458,Mirco Antenucci,Catania FC; SPAL,Serie A,Italy,Attack,4710,69,2300000.0,0.3565710473649099,0.4971020732167698
669,111283,Cédric Cambon,Thonon Évian Grand Genève FC,Ligue 1,France,Defender,5196,71,1500000.0,0.2889165628891656,0.4967723387104559
670,284430,Aarón Escandell,Granada CF,La Liga,Spain,Goalkeeper,4395,50,3000000.0,0.40571817562968,0.49675331528593525
671,35733,Francesco Pisano,Cagliari Calcio,Serie A,Italy,Defender,4238,51,3000000.0,0.428285523682455,0.49612855598822986
672,53301,Marc Valiente,Real Valladolid CF,La Liga,Spain,Defender,4787,57,2500000.0,0.3407079646017699,0.49607043630376624
673,146163,Raphael Framberger,FC Augsburg,Bundesliga,Germany,Defender,5122,84,2000000.0,0.2984714400643604,0.4956286210530911
674,156487,Grégoire Puel,OGC Nice,Ligue 1,France,Defender,5214,64,1500000.0,0.2889165628891656,0.49556109840037843
675,95963,Germán Sánchez,Granada CF,La Liga,Spain,Defender,7231,94,800000.0,0.1102791014295439,0.4937945578123598
676,177690,Miguel Trauco,AS Saint-Étienne,Ligue 1,Peru,Defender,4623,62,2000000.0,0.3714196762141967,0.4935537277843745
677,14951,Stéphane Darbion,ESTAC Troyes,Ligue 1,France,Midfield,5245,80,1500000.0,0.2889165628891656,0.4931386177802234
678,121257,Adam Forshaw,Middlesbrough FC,Premier League,England,Midfield,4706,68,5000000.0,0.3657635467980296,0.492990319624241
679,37892,Ion Ansotegi,Real Sociedad; SD Eibar,La Liga,Spain,Defender,4420,59,3000000.0,0.40571817562968,0.49239285016965617
680,196435,Saidy Janko,AS Saint-Étienne,Ligue 1,The Gambia,Defender,3775,60,3000000.0,0.4993773349937733,0.4920748983945862
681,167093,Aleksandar Pantic,Villarreal CF; Córdoba CF; SD Eibar; Deportivo Alavés,La Liga,Serbia,Defender,4851,60,2500000.0,0.3407079646017699,0.49195221924950266
682,298635,Grigoris Kastanos,Delfino Pescara 1936,Serie A,Cyprus,Midfield,5291,122,1800000.0,0.2865243495663775,0.4909432515734004
683,99355,Víctor Álvarez,RCD Espanyol Barcelona,La Liga,Spain,Defender,4912,75,2500000.0,0.3407079646017699,0.4895297386293476
684,347594,Florian Miguel,Nîmes Olympique,Ligue 1,France,Defender,4715,58,2000000.0,0.3714196762141967,0.48919326266809543
685,62913,Lillo Castellano,SD Eibar; Sporting Gijón; CA Osasuna,La Liga,Spain,Defender,5419,70,2000000.0,0.2773995915588836,0.48872268484071324
686,62638,Nathan Baker,Aston Villa,Premier League,England,Defender,5253,67,4000000.0,0.2976190476190476,0.4883028792912514
687,96853,Adrian Stoian,Chievo Verona; Genoa CFC; FC Crotone,Serie A,Romania,Attack,5072,94,2000000.0,0.3228819212808539,0.48826834168515443
688,823,Hanno Balitsch,1.FC Nuremberg,Bundesliga,Germany,Midfield,3830,47,4000000.0,0.498793242156074,0.48776423163514127
689,37835,Drissa Diakité,SC Bastia,Ligue 1,Mali,Defender,4458,53,2300000.0,0.4081569115815691,0.48729751320146353
690,137704,Miguel Ángel Guerrero,Sporting Gijón; CD Leganés,La Liga,Spain,Attack,5475,89,2000000.0,0.2773995915588836,0.4863002042205582
691,316137,Moussa Doumbia,Stade Reims,Ligue 1,Mali,Attack,4310,81,2500000.0,0.4377334993773349,0.48559061465241776
692,58070,Diego Maínz,Granada CF,La Liga,Spain,Defender,5839,72,1800000.0,0.2426820966643975,0.484279106706561
693,60591,Yannick Sagbo,Thonon Évian Grand Genève FC; Hull City,Ligue 1; Premier League,Cote d'Ivoire,Attack,3858,67,3000000.0,0.4993773349937733,0.4838384642860591
694,36608,Graham Dorrans,West Bromwich Albion; Norwich City,Premier League,Scotland,Midfield,5746,82,3500000.0,0.256568144499179,0.4836345324015733
695,36881,Nemanja Pejcinovic,OGC Nice,Ligue 1,Serbia,Defender,3871,44,3000000.0,0.4993773349937733,0.4831117201000126
696,76329,Marcelo Estigarribia,UC Sampdoria; Atalanta BC; Chievo Verona,Serie A,Paraguay,Midfield,4745,75,2500000.0,0.3755837224816544,0.48250852635607205
697,34283,Lazaros Christodoulopoulos,Bologna Football Club 1909; Hellas Verona; UC Sampdoria,Serie A,Greece,Midfield,4113,71,3500000.0,0.4743162108072048,0.48231863878244413
698,256680,Juanpi,Málaga CF; SD Huesca,La Liga,Venezuela,Midfield,4564,86,3000000.0,0.40571817562968,0.481733935440974
699,17273,Steven Taylor,Newcastle United,Premier League,England,Defender,4330,55,6500000.0,0.4417077175697865,0.481181024936037
700,52495,Chris Basham,Sheffield United,Premier League,England,Defender,6159,77,3000000.0,0.2163382594417077,0.48097815710085157
701,349836,Diego González,Sevilla FC; Málaga CF,La Liga,Spain,Defender,5594,86,2000000.0,0.2773995915588836,0.4807284987942016
702,40442,Paco Montañés,Real Zaragoza; RCD Espanyol Barcelona,La Liga,Spain,Attack,4582,70,3000000.0,0.40571817562968,0.48028044706888096
703,694509,Moussa Diarra,FC Toulouse,Ligue 1,Mali,Defender,4790,75,2000000.0,0.3714196762141967,0.4799878363115063
704,35855,Cameron Jerome,Stoke City; Crystal Palace; Norwich City,Premier League,England,Attack,4677,89,5500000.0,0.3949096880131363,0.47987073738878067
705,11765,Aytac Sulu,SV Darmstadt 98,Bundesliga,Germany,Defender,5400,60,2000000.0,0.2984714400643604,0.47964024896006785
706,28307,Jonathan Brison,AS Saint-Étienne,Ligue 1,France,Defender,4579,66,2300000.0,0.4081569115815691,0.4795455752169674
707,23952,Christophe Mandanne,EA Guingamp; AS Nancy-Lorraine,Ligue 1,France,Attack,4814,79,2000000.0,0.3714196762141967,0.4790188440634443
708,6986,Thibault Giresse,EA Guingamp,Ligue 1,France,Midfield,6131,103,1100000.0,0.2235367372353673,0.4788324065761148
709,186997,Christian Atsu,Everton FC; Málaga CF; Newcastle United,Premier League; La Liga,Ghana,Attack,4507,92,6000000.0,0.4195402298850574,0.4782143811815023
710,50577,Pierre Bengtsson,1.FSV Mainz 05; SC Bastia,Bundesliga; Ligue 1,Sweden,Defender,4822,59,2000000.0,0.3714196762141967,0.4780498518153823
711,23218,Javier Garrido,Norwich City; UD Las Palmas,Premier League; La Liga,Spain,Defender,5130,58,4500000.0,0.3321018062397373,0.47760219765532513
712,57643,Marcello Gazzola,US Sassuolo; Parma Calcio 1913,Serie A,Italy,Defender,6894,96,1000000.0,0.1667778519012675,0.4771730895532422
713,246277,Burgui,RCD Espanyol Barcelona; Sporting Gijón; Deportivo Alavés,La Liga,Spain,Attack,4621,100,3000000.0,0.40571817562968,0.4768889742006639
714,333516,Sebastian Vasiliadis,SC Paderborn 07,Bundesliga,Greece,Midfield,4012,51,4000000.0,0.498793242156074,0.4763785727204126
715,50477,Yohan Benalouane,Parma Calcio 1913; Atalanta BC; Leicester City,Serie A; Premier League,Tunisia,Defender,4222,58,3500000.0,0.4743162108072048,0.4762624372320565
716,84622,Sinisa Andjelkovic,Palermo FC,Serie A,Slovenia,Defender,6567,77,1200000.0,0.1967978652434956,0.4757289743549964
717,12814,Julián Speroni,Crystal Palace,Premier League,Argentina,Goalkeeper,7795,87,1500000.0,0.1087848932676519,0.47516181693206555
718,31173,Jan Rosenthal,SC Freiburg; Eintracht Frankfurt; SV Darmstadt 98,Bundesliga,Germany,Attack,4598,80,3000000.0,0.413113435237329,0.4746448327689324
719,321647,Grejohn Kyei,Stade Reims,Ligue 1,France,Attack,4436,97,2500000.0,0.4377334993773349,0.4744472037997046
720,160986,Matteo Bianchetti,Hellas Verona; FC Empoli,Serie A,Italy,Defender,6247,81,1400000.0,0.2224816544362908,0.4740304906113119
721,121402,Ahmad Benali,Delfino Pescara 1936; FC Crotone,Serie A,Libya,Midfield,4534,61,3000000.0,0.428285523682455,0.4723882459107105
722,231586,Jannes Horn,VfL Wolfsburg; 1.FC Köln,Bundesliga,Germany,Defender,4104,66,4000000.0,0.498793242156074,0.47153361148010253
723,17025,Marvin Matip,FC Ingolstadt 04,Bundesliga,Cameroon,Defender,5895,66,1750000.0,0.2634754625905068,0.47000645475125824
724,61757,Nicola Rigoni,Chievo Verona,Serie A,Italy,Midfield,5377,79,2000000.0,0.3228819212808539,0.46888849672391414
725,297194,Iván Villar,Celta de Vigo,La Liga,Spain,Goalkeeper,5233,61,2500000.0,0.3407079646017699,0.4682119091719833
726,44735,Aythami Artiles,Deportivo de La Coruña; UD Las Palmas,La Liga,Spain,Defender,5836,71,2000000.0,0.2773995915588836,0.4678893515073799
727,19083,Mikael Antonsson,Bologna Football Club 1909,Serie A,Sweden,Defender,5690,65,1850000.0,0.2961974649766511,0.4676958411550853
728,126014,Leandro Bacuna,Aston Villa; Cardiff City,Premier League,Curacao,Midfield,6549,96,3000000.0,0.2163382594417077,0.4669277695039524
729,117469,Paweł Olkowski,1.FC Köln,Bundesliga,Poland,Defender,4724,65,3000000.0,0.413113435237329,0.46689289478443624
730,55866,Sebastián Dubarbier,UD Almería,La Liga,Argentina,Defender,5069,59,2650000.0,0.3669162695711368,0.466735663664044
731,53400,Dominick Drexler,1.FC Köln,Bundesliga,Germany,Midfield,4179,81,4000000.0,0.498793242156074,0.46668865023979245
732,146680,Andrea Barberis,FC Crotone,Serie A,Italy,Midfield,5414,73,2000000.0,0.3228819212808539,0.4664660161037591
733,167741,Mattia Valoti,Hellas Verona; SPAL,Serie A,Italy,Midfield,4994,108,2500000.0,0.3755837224816544,0.46627790620103327
734,129358,Marcin Kamiński,VfB Stuttgart; Fortuna Düsseldorf,Bundesliga,Poland,Defender,4413,63,3500000.0,0.4601769911504424,0.46613243465733695
735,4070,Liam Ridgewell,West Bromwich Albion,Premier League,England,Defender,5353,63,4500000.0,0.3321018062397373,0.4657320426165655
736,60957,Sebastian Polter,1.FC Nuremberg; 1.FSV Mainz 05; 1.FC Union Berlin,Bundesliga,Germany,Attack,5375,113,2250000.0,0.330249396621078,0.4656892551778331
737,172181,Diogo Figueiras,Sevilla FC; Genoa CFC,La Liga; Serie A,Portugal,Defender,4404,58,3500000.0,0.4632402995234854,0.46556977271887745
738,56100,Leon Balogun,Fortuna Düsseldorf; 1.FSV Mainz 05; Brighton & Hove Albion,Bundesliga; Premier League,Nigeria,Defender,5728,77,2000000.0,0.2984714400643604,0.4651053652391376
739,36291,Gaëtan Bong,Valenciennes FC; Brighton & Hove Albion,Ligue 1; Premier League,Cameroon,Defender,6614,81,3000000.0,0.2163382594417077,0.46450528888379733
740,64484,Manucho,Real Valladolid CF; Rayo Vallecano,La Liga,Angola,Attack,5116,116,2600000.0,0.3648740639891082,0.46339630133877924
741,38824,Davide Brivio,Atalanta BC; Hellas Verona,Serie A,Italy,Defender,5482,70,2000000.0,0.3228819212808539,0.46307454323554204
742,170767,André Poko,FC Girondins Bordeaux,Ligue 1,Gabon,Midfield,4596,73,2500000.0,0.4377334993773349,0.4628192968229604
743,22642,Nicolas Seube,SM Caen,Ligue 1,France,Midfield,5092,77,2000000.0,0.3714196762141967,0.4623037277843745
744,31218,Johannes van den Bergh,Fortuna Düsseldorf; Hertha BSC,Bundesliga,Germany,Defender,5778,78,2000000.0,0.2984714400643604,0.46171389237092053
745,53306,Guy Ndy Assembé,AS Nancy-Lorraine; EA Guingamp,Ligue 1,Cameroon,Goalkeeper,5106,57,2000000.0,0.3714196762141967,0.461576983598328
746,189744,Paul Nardi,AS Monaco,Ligue 1,France,Goalkeeper,4230,47,3000000.0,0.4993773349937733,0.4613093945186172
747,249157,Fredrik Jensen,FC Augsburg,Bundesliga,Finland,Midfield,4472,103,3500000.0,0.4601769911504424,0.46031848116896484
748,20778,Adam Bodzek,Fortuna Düsseldorf,Bundesliga,Poland,Midfield,6105,78,1750000.0,0.2634754625905068,0.45983203614660706
749,374040,Vincent Marchetti,AS Nancy-Lorraine,Ligue 1,France,Midfield,4256,71,3000000.0,0.4993773349937733,0.45961365808450866
750,126683,Tristan Dingomé,ESTAC Troyes; Stade Reims,Ligue 1,Cameroon,Midfield,4631,83,2500000.0,0.4377334993773349,0.45942782395474335
751,16595,Juan Valera,Getafe CF,La Liga,Spain,Defender,5399,64,2500000.0,0.3407079646017699,0.45900648281539413
752,30747,Emiliano Armenteros,CA Osasuna,La Liga,Argentina,Attack,4870,59,3000000.0,0.40571817562968,0.45896261761151663
753,98315,Walid Mesloub,FC Lorient,Ligue 1,Algeria,Midfield,5857,82,1500000.0,0.2889165628891656,0.45873939297402183
754,223053,Quini,Rayo Vallecano; Granada CF,La Liga,Spain,Defender,7286,104,1200000.0,0.1766507828454731,0.4586707326082712
755,56543,Jesús Rueda,Real Valladolid CF,La Liga,Spain,Defender,5404,63,2500000.0,0.3407079646017699,0.4580374905673321
756,86079,Luca Siligardi,US Livorno 1915; Hellas Verona; Parma Calcio 1913,Serie A,Italy,Attack,4734,101,3000000.0,0.428285523682455,0.45785336218978023
757,77262,Michel Macedo,UD Almería; UD Las Palmas,La Liga,Brazil,Defender,5429,67,2500000.0,0.3407079646017699,0.4565840021952391
758,4691,Peter Niemeyer,Hertha BSC; SV Darmstadt 98,Bundesliga,Germany,Midfield,5290,83,2500000.0,0.3580048270313757,0.4556875089649323
759,44713,Christian Clemens,FC Schalke 04; 1.FSV Mainz 05; 1.FC Köln,Bundesliga,Germany,Attack,4561,86,3500000.0,0.4601769911504424,0.45498902380462375
760,21227,Zdenek Pospech,1.FSV Mainz 05,Bundesliga,Czech Republic,Defender,5843,67,2000000.0,0.2984714400643604,0.45493094663448647
761,32618,Assani Lukimya,SV Werder Bremen,Bundesliga,DR Congo,Defender,5855,79,2000000.0,0.2984714400643604,0.45444645051045546
762,76386,Mustapha Yatabaré,EA Guingamp; Montpellier HSC,Ligue 1,,Attack,4318,63,3000000.0,0.4993773349937733,0.45379970459613655
763,52530,Sven Schipplock,TSG 1899 Hoffenheim; Hamburger SV; SV Darmstadt 98,Bundesliga,Germany,Attack,5318,149,2500000.0,0.3580048270313757,0.4532650283447773
764,61989,Michael Esser,SV Darmstadt 98; Hannover 96,Bundesliga,Germany,Goalkeeper,5905,66,2000000.0,0.2984714400643604,0.4520239698903004
765,34691,Stephen Ward,Burnley FC,Premier League,Ireland,Defender,5924,68,4000000.0,0.2976190476190476,0.4514811738648948
766,58112,Omar Ramos,Real Valladolid CF; CD Leganés,La Liga,Spain,Midfield,6139,97,2000000.0,0.2773995915588836,0.4509319871662946
767,126600,Kenny McLean,Norwich City,Premier League,Scotland,Midfield,5673,68,4500000.0,0.3321018062397373,0.4507126627716042
768,3692,Jussi Jääskeläinen,West Ham United,Premier League,Finland,Goalkeeper,5067,57,5750000.0,0.40311986863711,0.4491183602550884
769,44688,Gilles Cioni,SC Bastia,Ligue 1,France,Defender,7230,96,1000000.0,0.2011207970112079,0.4488582061455588
770,57800,Roberto Fernández,Granada CF,La Liga,Spain,Goalkeeper,6210,69,2000000.0,0.2773995915588836,0.4485095065461396
771,158795,David Timor,CA Osasuna; CD Leganés; Girona FC; Getafe CF,La Liga,Spain,Midfield,6220,111,2000000.0,0.2773995915588836,0.44754051429807756
772,85393,Nicolas Viola,Palermo FC; Benevento Calcio,Serie A,Italy,Midfield,5597,106,2100000.0,0.3462308205470313,0.44558614011408126
773,72422,Mamadou Samassa,EA Guingamp; ESTAC Troyes,Ligue 1,Mali,Goalkeeper,4421,50,3000000.0,0.4993773349937733,0.44483652630156295
774,252767,Ivaylo Chochev,Palermo FC,Serie A,Bulgaria,Midfield,5126,75,2800000.0,0.4006004002668445,0.44407964482781803
775,7512,Borja Fernández,Getafe CF; SD Eibar; Real Valladolid CF,La Liga,Spain,Midfield,5108,80,3000000.0,0.40571817562968,0.44345874164252436
776,1423,Lars Jacobsen,EA Guingamp,Ligue 1,Denmark,Defender,4881,57,2500000.0,0.4377334993773349,0.4419859634896271
777,139173,Achraf Lazaar,Palermo FC; Benevento Calcio,Serie A,Morocco,Defender,4962,68,3000000.0,0.428285523682455,0.441864990096757
778,22140,Domenico Maietta,Hellas Verona; Bologna Football Club 1909; FC Empoli,Serie A,Italy,Defender,8106,101,1000000.0,0.1667778519012675,0.44132037637494764
779,140191,Ryan Fredericks,West Ham United,Premier League,England,Defender,4724,75,7000000.0,0.4646962233169129,0.44110150074464427
780,17693,Sébastien Roudet,FC Sochaux-Montbéliard,Ligue 1,France,Midfield,4477,58,3000000.0,0.4993773349937733,0.44023381312326837
781,156814,Javi Eraso,Athletic Bilbao; CD Leganés,La Liga,Spain,Midfield,5146,90,3000000.0,0.40571817562968,0.4400672687743073
782,71019,Bartosz Salamon,UC Sampdoria; Cagliari Calcio; SPAL; Frosinone Calcio,Serie A,Poland,Defender,4694,66,3500000.0,0.4743162108072048,0.43968297986771543
783,539232,Jessy Deminguet,SM Caen,Ligue 1,France,Midfield,4507,81,3000000.0,0.4993773349937733,0.43829582862714433
784,80173,Frédéric Sammaritano,AC Ajaccio; Dijon FCO,Ligue 1,France,Midfield,6367,132,1500000.0,0.2889165628891656,0.43790605964068846
785,48003,Christian Puggioni,Chievo Verona; UC Sampdoria; Benevento Calcio,Serie A,Italy,Goalkeeper,7478,84,1300000.0,0.2118078719146097,0.43721621908145486
786,129679,Cheick Doukouré,FC Lorient; FC Metz; Levante UD,Ligue 1; La Liga,Cote d'Ivoire,Midfield,6032,103,1600000.0,0.3141344956413449,0.43716724830335857
787,51681,Chico Flores,Swansea City,Premier League,Spain,Defender,4930,57,6500000.0,0.4417077175697865,0.43709187764921525
788,127177,Gaëtan Bussmann,FC Metz; 1.FSV Mainz 05,Ligue 1; Bundesliga,France,Defender,4982,59,2500000.0,0.4377334993773349,0.436656506125286
789,30698,Jonathan Martins Pereira,EA Guingamp; ESTAC Troyes,Ligue 1,France,Defender,6426,79,1500000.0,0.2889165628891656,0.43645257126859544
790,228891,Jordan Adéoti,SM Caen,Ligue 1,Benin,Midfield,5567,87,2000000.0,0.3714196762141967,0.4363831851487156
791,93309,Sambou Yatabaré,SC Bastia; EA Guingamp; SV Werder Bremen,Ligue 1; Bundesliga,Mali,Midfield,4987,73,2500000.0,0.4377334993773349,0.435687513877224
792,261611,Ali Adnan,Udinese Calcio; Atalanta BC,Serie A,Iraq,Defender,4583,68,3800000.0,0.4943295530353569,0.4354902622420115
793,157491,Jordan Ikoko,EA Guingamp,Ligue 1,DR Congo,Defender,6448,75,1500000.0,0.2889165628891656,0.4349990828965024
794,66407,Sloan Privat,FC Sochaux-Montbéliard; SM Caen; EA Guingamp,Ligue 1,French Guiana,Attack,5003,103,2500000.0,0.4377334993773349,0.43471852162916197
795,79510,Thiago Cionek,Palermo FC; SPAL,Serie A,Poland,Defender,8841,108,900000.0,0.1394262841894596,0.4344050749595338
796,53602,Marvin Bakalorz,Eintracht Frankfurt; SC Paderborn 07; Hannover 96,Bundesliga,Germany,Midfield,5737,85,2500000.0,0.3580048270313757,0.43436967950756794
797,129505,Marcello Trotta,US Sassuolo; FC Crotone; Frosinone Calcio,Serie A,Italy,Attack,4745,84,3500000.0,0.4743162108072048,0.43314228219329687
798,38592,Juanito Gómez,Hellas Verona,Serie A,Argentina,Attack,5107,89,3000000.0,0.428285523682455,0.43265956374016784
799,19979,Germán Lux,Deportivo de La Coruña,La Liga,Argentina,Goalkeeper,5708,65,2600000.0,0.3648740639891082,0.43238854940079474
800,8323,Álvaro Rubio,Real Valladolid CF,La Liga,Spain,Midfield,5287,66,3000000.0,0.40571817562968,0.4323153307898112
801,74709,Emmanuel Imorou,SM Caen,Ligue 1,Benin,Defender,5701,71,2000000.0,0.3714196762141967,0.4296002394122815
802,87672,Junior Stanislas,AFC Bournemouth,Premier League,England,Attack,6006,103,4500000.0,0.3321018062397373,0.4293948333142399
803,118732,Pablo Chavarría,RC Lens; Stade Reims; RCD Mallorca,Ligue 1; La Liga,Argentina,Attack,4664,74,3000000.0,0.4993773349937733,0.42812141002249315
804,32207,Marcel Heller,SV Darmstadt 98; FC Augsburg,Bundesliga,Germany,Midfield,6955,89,1750000.0,0.2634754625905068,0.42785529196056055
805,92385,Yoann Andreu,Angers SCO,Ligue 1,France,Defender,6164,71,1750000.0,0.324719800747198,0.4263028903240754
806,240897,Arturo Calabresi,Bologna Football Club 1909; Amiens SC,Serie A; Ligue 1,Italy,Defender,4844,68,2800000.0,0.473225404732254,0.42617799530829165
807,118303,Mehdi Zeffane,Olympique Lyon; Stade Rennais FC,Ligue 1,Algeria,Defender,5752,105,2000000.0,0.3714196762141967,0.4257242704200334
808,276111,David Costas,Celta de Vigo,La Liga,Spain,Defender,4955,65,3500000.0,0.4632402995234854,0.4248720983002728
809,8176,Oier Olazábal,Granada CF; Real Sociedad; Levante UD; RCD Espanyol Barcelona,La Liga,Spain,Goalkeeper,6032,68,2500000.0,0.3407079646017699,0.42388051382314607
810,36039,Pavle Ninkov,FC Toulouse,Ligue 1,Serbia,Defender,4724,80,3000000.0,0.4993773349937733,0.4237609449062141
811,120091,Kassim Abdallah,Olympique Marseille; Thonon Évian Grand Genève FC,Ligue 1,Comoros,Defender,5157,64,2500000.0,0.4377334993773349,0.42357511077644877
812,231025,Jordan Marié,Dijon FCO,Ligue 1,France,Midfield,6765,109,1500000.0,0.2889165628891656,0.42288667979572725
813,33572,Henrique,FC Girondins Bordeaux,Ligue 1,Brazil,Defender,4739,55,3000000.0,0.4993773349937733,0.4218229604100901
814,36284,Simon Terodde,1.FC Köln; VfB Stuttgart,Bundesliga,Germany,Attack,4742,85,4000000.0,0.498793242156074,0.42163051070490876
815,1368,Guy Demel,West Ham United,Premier League,Cote d'Ivoire,Defender,5373,69,6000000.0,0.4195402298850574,0.4215283346698744
816,170495,Ismael Diomande,AS Saint-Étienne; SM Caen,Ligue 1,Cote d'Ivoire,Midfield,5221,91,2500000.0,0.4377334993773349,0.42018363790823177
817,22837,Leon Andreasen,Hannover 96,Bundesliga,Denmark,Midfield,4746,68,4000000.0,0.498793242156074,0.42017702233281573
818,71904,Antonio Amaya,Real Betis Balompié; Rayo Vallecano,La Liga,Spain,Defender,6998,88,2000000.0,0.2773995915588836,0.4199242352283101
819,20913,Giuseppe Biava,Società Sportiva Lazio S.p.A.; Atalanta BC,Serie A,Italy,Defender,5829,69,2500000.0,0.3755837224816544,0.41976627829405655
820,67303,Russell Martin,Norwich City,Premier League,Scotland,Defender,8004,92,3000000.0,0.2163382594417077,0.4189626532248826
821,78553,Bamba Anderson,Eintracht Frankfurt,Bundesliga,Brazil,Defender,5470,65,3000000.0,0.413113435237329,0.4189277785053665
822,56609,Eros Pisano,Genoa CFC; Palermo FC; Hellas Verona,Serie A,Italy,Defender,5837,74,2500000.0,0.3755837224816544,0.4183127899219635
823,33447,Ahmed Kantari,Stade Brestois 29; RC Lens,Ligue 1,Morocco,Defender,5281,60,2500000.0,0.4377334993773349,0.4172766611640457
824,137438,Sadio Diallo,Stade Rennais FC; FC Lorient; SC Bastia,Ligue 1,Guinea,Midfield,5285,115,2500000.0,0.4377334993773349,0.4167921650400147
825,127457,Álex López,Celta de Vigo,La Liga,Spain,Midfield,5594,89,3000000.0,0.40571817562968,0.41656920675880343
826,51667,Kiko Olivas,Real Valladolid CF,La Liga,Spain,Defender,6217,75,2500000.0,0.3407079646017699,0.41637082390066543
827,36914,Sebastian Boenisch,Bayer 04 Leverkusen,Bundesliga,Poland,Defender,4804,60,4000000.0,0.498793242156074,0.41581655721653665
828,406008,Yan Valery,Southampton FC,Premier League,Tunisia,Defender,5092,67,7000000.0,0.4646962233169129,0.4156654542330164
829,62240,Maynor Figueroa,Wigan Athletic; Hull City,Premier League,Honduras,Defender,5743,68,5500000.0,0.3949096880131363,0.4149482567686256
830,34409,Joe Ledley,Crystal Palace,Premier League,Wales,Midfield,5963,83,5000000.0,0.3657635467980296,0.41401745140718677
